time,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,fea,y
1350330229,0,1,3,3,1.459148,3,3,429.333333,16,0.657431,135,547,46.738628,490,0
1350330710,0,1,1,1,0,2,3,334,16,0.016539,3,549,61.461861,491,0
1350331622,0,1,3,3,1.295738,21,5,569.666667,16,15.289533,351,1018,19.460919,621,0
1350334422,0,1,1,1,0,29,21,358,16,0.032407,41,1020,31.857143,622,0
1350341297,0,1,1,1,0,9,0,190,16,0.01294,2,1025,78.280859,627,0
1350343517,0,1,1,1,0,1,1,103,16,7.082141,40,145,1.1412,4,0
1350343564,0,1,1,1,0,2,2,103,16,0.000544,41,146,1839.297872,5,0
1350347084,0,1,1,1,0,1,7,399,16,0.25934,43,317,4.855938,248,0
1350348668,0,1,1,1,0,6,0,407,22,6.977824,47,373,1.143311,296,1
1350348954,0,1,1,1,0,1,20,626,16,0.474919,56,318,3.105622,249,0
1350349985,0,1,1,1,0,6,14,426,16,0.009074,3,433,111.204082,354,0
1350364119,1,1,1,1,0,2,2,251,16,13.302963,21,86,1.075171,3,0
1350369554,0,1,1,1,0,3,2,399,16,0.235567,45,87,5.245074,83,0
1350394698,0,1,1,1,0,17,4,714,16,16.057315,53,100,1.062277,96,0
1350395455,0,1,1,1,0,0,1,727,16,0.008762,54,101,115.134742,97,0
1350395509,0,1,1,2,0.345117,19,12,476.5,16,10.430179,75,102.5,801.023969,99,0
1350398836,0,1,1,2,0.511579,3487,2044,4664,16,17.138166,8,120.5,1.043489,117,0
1350402498,0,1,2,2,0.918296,1,2,240,16,0.843623,13,319.5,1.989549,251,0
1350403173,0,1,1,1,0,1,7,607,16,0.627535,57,321,2.593537,252,0
1350412616,0,1,1,1,0,1,1,122,16,0.172512,5,122,6.796713,118,0
1350420490,0,1,1,1,0,2,2,418,16,0.81603,4,434,2.225445,355,0
1350421172,1,1,2,2,0.76124,43,25,536.5,22,25.477529,125,727.5,1.17683,622,1
1350431419,1,1,2,2,1,2,2,198.5,16,0.008148,8,1032.5,93.045455,635,0
1350438528,1,1,1,1,0,29,17,935,22,6.059271,25,3,1.165036,3,1
1350487980,1,1,1,1,0,4,3,293,16,0.732859,17,91,2.364519,86,0
1350489218,0,1,2,2,0.881291,6,4,183,16,4.491979,19,508.5,1.30832,398,1
1350489223,0,1,4,4,1.040097,59,86,205.5,17,21.132358,347,1731.5,1.085865,1318,1
1350489224,0,1,2,2,0.863121,5,2,332,17,0.125683,81,1738.5,6.9674,1323,1
1350489226,0,1,3,3,1.175955,28,23,248,17,1.650968,83,1735,9.546359,1321,1
1350499892,0,1,1,1,0,2,2,418,16,0.919005,5,92,2.088134,87,0
1350500535,1,1,1,1,0,43,24,515,16,0.878171,25,93,2.13873,88,0
1350506047,0,1,1,1,0,2,12,534,16,0.063796,26,94,16.674891,89,0
1350517137,0,1,1,1,0,8,0,481,16,14.26603,35,166,1.070097,158,1
1350518886,0,1,1,4,1.89582,56,40,477.25,22,8.536727,103,1830.5,8.382996,428,1
1350520252,1,1,3,3,0.676997,92,47,878.666667,20,20.916397,178,607,1.021252,537,1
1350569434,1,1,2,2,1,2,2,213,16,2.244034,20,346.5,1.292005,306,0
1350572084,0,1,1,1,0,1,1,224,16,2.018206,18,350,1.49549,309,0
1350582858,1,1,1,1,0,5,0,229,16,1.693947,26,136,1.590337,132,1
1350583388,0,2,5,5,2.155639,10,6,465,22,14.13981,113,737,1.272964,632,1
1350583389,0,1,1,2,0.964079,36,0,0,1,0,0,573.5,0,3,1
1350583391,0,1,1,4,1.652429,36,11,21.5,1,0.657101,4,576.5,1.812983,7,1
1350586104,0,2,2,2,0.071504,116,0,467.5,22,30.460978,353,163.5,1.174706,6,1
1350602554,1,1,1,1,0,6,0,409,20,0.006458,326,15,155.83871,15,1
1350602555,0,1,1,1,0,1,1,415,20,1.925417,327,20,1.519368,20,1
1350683013,0,1,1,2,0.896038,27,5,113.5,16,0.657286,13,435.5,0.880352,357,0
1350683910,1,1,2,2,1,2,2,258,16,2.184699,64,1034.5,1.278666,637,0
1350689810,0,1,1,1,0,1,1,400,16,3.706667,46,99,1.269784,94,0
1350706841,0,1,1,1,0,3,3,755,16,0.043218,65,127,24.138725,121,1
1350706842,0,1,1,1,0,5,9,808,22,0.118889,73,162,9.411215,156,1
1350729758,0,1,1,1,0,36,36,545,22,0.032292,15,95,31.967742,90,1
1350762121,1,1,2,2,0.970951,4,1,411.5,16,0.84037,47,100.5,1.892464,96,0
1350764998,0,1,1,1,0,52,0,0,1,0,0,121,0,121,0
1350789375,0,1,1,1,0,7,5,297,16,0.31544,20,102,4.170177,97,0
1350827187,0,1,2,4,1.918296,6,0,191,16,4.970787,53,124.5,1.104779,122,0
1350827199,0,1,1,1,0,5,0,733,16,4.970926,57,127,1.20117,123,0
1350828845,0,1,1,2,0.935269,20,17,483,16,0.01912,81,128.5,40.320504,125,0
1350830304,0,1,1,1,0,1,1,230,16,19.17441,20,131,1.052153,127,0
1350838008,0,1,3,3,0.912933,97,203,340.666667,22,3.569471,102,98,1.13793,94,1
1350839117,1,1,2,2,0.650022,6,6,354,22,0.012442,66,100.5,61.27907,96,1
1350841450,0,1,2,2,0.970951,5,5,447.5,16,3.870145,131,550.5,1.338813,493,0
1350844845,1,1,3,4,1.14511,13,0,475,16,6.548898,219,553.5,1.069598,497,0
1350847266,0,1,1,1,0,11,2,203,16,4.813044,6,0,0,0,0
1350847860,0,1,1,1,0,1,1,376,16,0.034896,43,556,29.656716,498,0
1350853489,0,1,82,557,6.041886,142598,1,0.64632,16,0.060927,14,1314,0.001848,1194,0
1350854331,0,1,2,4,1.61472,39,1,90,16,0.002436,15,1594.5,25.903207,1198,0
1350856468,0,1,1,3,1.398235,0,38,12.666667,15,64.32108,3,1598,1.009432,1201,0
1350867519,1,1,1,1,0,2,2,1204,16,0.262431,131,437,4.810532,358,0
1350877435,0,1,1,2,0.543564,43,21,344,22,-1.916024,58,624.5,0.702564,553,1
1350877438,0,1,3,3,1.521928,4,6,280.666667,20,0.015278,81,76,41,72,1
1350877440,0,1,4,4,1.315754,58,59,411.25,20,1.007153,215,72.5,103.704667,69,1
1350877567,0,1,1,1,0,6,4,333,16,6.329363,4,557,1.157994,499,0
1350922767,0,1,5,7,2.352028,201,0,28.714286,1,0,7,1107,0,933,0
1350922767,0,1,5,7,2.352028,201,0,0,1,0,0,1100,0,926,0
1350923093,1,2,3,3,1.390035,37,46,263,16,3.431644,383,1605,1.819665,396,0
1350924307,1,1,1,1,0,4,3,282,15,54.981157,6,1607,1.018188,397,0
1350928707,1,1,1,1,0,1,1,237,16,40.854826,34,1608,1.024477,398,0
1350930916,0,1,1,1,0,1,1,1,16,34.944664,121,438,1.028617,359,0
1350935941,0,1,3,4,1.551318,22,7,440.75,16,2.955955,204,559.5,1.386459,503,0
1350937957,0,1,1,1,0,959,0,0,1,0,0,123,0,123,0
1350938874,0,1,2,2,0.721928,7,3,372,16,0.033947,79,562.5,23.09342,505,0
1350939988,0,1,1,1,0,0,2,548,16,0.012894,68,564,78.558348,506,0
1350945058,0,1,1,1,0,1,0,335,16,0.105521,6,565,10.476802,507,0
1350949024,1,1,4,5,1.598022,39,32,66.4,1,0.28522,11,1114,2.525,939,0
1350949513,0,1,1,1,0,26,1,376,16,1.176539,44,566,1.84995,508,0
1350950439,0,1,5,5,2.321382,113,2,28.4,1,0.137937,14,1119,24.220083,944,0
1350955817,1,1,1,1,0,1,1,1124,20,1.759167,94,619,1.568451,548,1
1350955823,0,1,4,5,1.982919,33,12,638.8,20,9.965803,250,611,1.069596,542,1
1350956179,0,1,1,1,0,1,1,1,16,0.292396,122,439,4.420021,360,0
1350974307,0,1,1,1,0,1,1,169,1,0.158125,2,458,7.324111,373,1
1350995994,0,1,1,1,0,118,16,395,22,2.464525,9,83,1.405758,78,1
1350995994,0,1,1,1,0,8,2,539,22,0.00206,13,91,486.393258,86,1
1350999633,0,1,2,2,0.106792,212,1,114,18,-2.163848,16,3.5,0.384465,2,0
1350999826,0,1,1,1,0,1,1,210,18,0.002234,1,5,448.668394,3,0
1351007924,0,1,2,2,0.918296,9,0,265.5,16,1.307552,12,567.5,1.456099,510,0
1351020591,1,1,2,11,0.783306,98717,4,9.727273,16,3.260955,5,1614,0.093443,409,0
1351030004,0,1,1,2,0.402179,17,8,829.5,16,-4.427801,147,505.5,0.820228,395,0
1351033190,0,1,1,1,0,4,2,529,16,3.137373,29,1122,1.318738,945,0
1351034340,1,1,1,1,0,1,1,400,16,3.987616,47,103,1.250776,98,0
1351036279,1,1,4,8,1.752559,137,136,265.125,16,0.219572,591,1641.5,2.95473,1230,0
1351042112,0,1,1,1,0,4,0,212,16,1.166424,8,2,1.857321,2,0
1351045512,0,1,2,2,0.721928,4,1,714.5,16,4.321898,244,0.5,0.557845,1,0
1351097334,0,1,1,1,0,2,4,635,22,0.168021,22,165,6.951643,7,1
1351102376,0,1,3,5,1.54937,124,42,293.4,22,29.799563,171,547,1.900783,71,1
1351109642,0,1,1,1,0,17,2,223,22,0.811956,11,381,2.231594,304,1
1351113493,0,1,1,1,0,0,4,210,18,1.31559,2,6,1.760115,4,0
1351126888,0,1,1,1,0,2,0,299,16,3.9064,21,2,1.25599,2,0
1351131657,1,1,1,1,0,12,18,619,22,0.713576,26,1857,2.401392,431,1
1351131755,0,1,1,1,0,84,24,663,16,11.353206,13,0,0,0,0
1351136416,0,2,5,5,1.51196,52,12,164.8,22,71.196778,373,631,1.004707,560,1
1351137348,0,1,2,3,0.562602,288,1,77,23,3.928295,22,1,0.361618,2,1
1351137354,0,1,1,1,0,10,10,256,23,0.461076,1,4,3.168838,4,1
1351143408,1,1,2,2,0.936667,12,5,181,23,3.81787,62,1.5,1.147839,1,1
1351161954,0,1,1,1,0,4,1,699,16,2.615891,123,2,1.382279,2,0
1351178014,0,1,2,3,0.773228,12,1,864.333333,16,2.994468,271,4,1.168292,5,0
1351199507,1,1,3,5,1.357,47,26,271.8,22,26.752759,418,30,1.263351,32,1
1351203064,1,1,1,1,0,9,0,153,16,56.428438,10,695,1.017722,589,0
1351235960,0,1,1,7,1.355732,92,1161,168.857143,16,33.042336,14,3,0.865602,6,0
1351247976,0,1,1,1,0,5,0,293,22,3.44544,9,0,0,0,1
1351265029,0,1,6,6,2.005434,33,34,533.333333,22,0.584959,359,405.5,1.757642,330,1
1351273654,0,1,2,2,0.970951,3,7,199,16,2.911487,20,1646.5,1.267857,1232,0
1351278122,0,1,2,2,0.970951,6,4,197,16,0.051713,22,1648.5,15.503133,1234,0
1351282752,0,1,1,1,0,16,6,401,16,3.856933,45,1650,1.259273,1235,0
1351285761,0,1,1,1,0,28,6,43,1,0.896782,1,1865,2.115098,2,1
1351287851,1,1,1,1,0,1,1,251,16,9.990625,23,107,1.100094,5,0
1351292016,0,1,2,3,1.309691,13,13,912.666667,16,11.072612,250,7,1.388975,8,0
1351293150,0,1,1,1,0,1,1,79,16,2.973044,4,1657,1.336356,1242,0
1351296214,0,1,2,3,1.459148,6,6,199,16,0.04152,315,1659,14.899777,1245,0
1351309527,0,1,1,1,0,3,5,216,16,3.095081,9,3,1.323093,3,0
1351319128,0,1,1,1,0,7,3,743,16,3.365174,60,132,1.297161,128,0
1351319474,0,1,1,1,0,4,3,228,16,5.678576,24,133,1.1761,129,0
1351320291,0,1,1,3,1.508215,30,35,17.666667,16,0.976053,9,8,1.626104,9,0
1351350733,0,1,1,1,0,2,2,229,16,0.361794,25,134,3.764004,130,0
1351368240,0,1,1,1,0,12,0,546,16,4.95662,69,1661,1.20175,1246,0
1351369451,0,1,2,2,0.918296,2,1,547,16,0.941296,87,1662.5,1.738606,1248,0
1351371887,0,1,1,1,0,3,5,103,16,11.901887,42,569,1.08402,2,0
1351373227,0,1,1,1,0,3,0,558,16,0.05772,70,1664,18.325045,1249,0
1351373369,1,1,1,1,0,23,10,156,1,0.855903,1,453,2.168357,368,0
1351373546,0,1,1,2,1,2,2,133.5,17,1.682813,16,454.5,1.349148,370,0
1351377056,1,1,1,1,0,1,1,413,16,0.001296,311,457,772.428571,372,0
1351380339,0,1,1,1,0,5,3,400,16,4.004618,48,322,1.249712,253,0
1351382812,0,1,1,1,0,18,9,307,16,1.100012,23,108,1.909081,102,0
1351387127,0,1,2,2,1,15,1,210,16,0.548947,47,459.5,451.455418,375,0
1351387172,0,1,2,2,0.970951,10,5,536.5,16,0.102813,84,461.5,963.431611,377,0
1351394435,0,1,3,3,1.497414,81,9,692.333333,22,0.525521,187,401,1.744528,324,1
1351394435,1,1,2,2,1,2,2,1039,22,0.005058,189,409.5,149.283753,332,1
1351400770,1,1,1,1,0,13,13,124,16,41.235405,6,323,1.024251,254,0
1351439631,0,1,1,1,0,15,14,124,16,0.44978,7,324,3.223309,255,0
1351444793,0,1,1,1,0,19,11,1249,16,1.768252,97,11,1.56553,11,0
1351448358,0,2,9,12,2.151743,206,185,140.75,16,1.142097,400,468.5,1.185236,380,0
1351448807,1,1,2,2,0.740147,85,87,143.5,16,0.005197,3,475.5,145.320713,16,0
1351450441,1,1,2,2,0.832946,16,37,459,16,3.383877,28,1669.5,1.339448,1255,0
1351456864,0,1,2,2,1,214,214,107,17,1.728507,1,3.5,1.289267,4,0
1351457692,0,1,1,1,0,14,7,214,17,0.009583,1,5,105.347826,5,0
1351458339,0,2,5,7,1.757057,183,183,30.285714,16,0.06527,6,480,4.914055,381,0
1351458640,0,1,1,1,0,6,6,125,16,0.220012,8,325,5.545215,256,0
1351459949,0,2,2,2,0.970951,4,1,528.5,16,6.610295,375,484.5,4.764849,59,0
1351467234,0,1,1,1,0,2,3,125,16,0.099468,9,326,11.053526,257,0
1351470828,1,1,1,1,0,24,10,723,16,3.924456,14,696,1.254812,590,0
1351472016,1,1,1,1,0,5,5,194,16,0.010903,6,487,92.719745,384,0
1351472661,0,1,1,1,0,7,7,101,16,1.166366,43,488,1.857364,20,0
1351480042,0,1,1,1,0,4,1,194,16,0.092894,7,489,11.765014,385,0
1351484096,0,1,1,1,0,5,3,214,16,2.020475,10,4,1.494933,4,0
1351485163,0,1,1,1,0,3,6,216,16,0.01235,11,1671,81.974695,1256,0
1351485512,1,1,1,1,0,1,0,213,16,0.004039,12,1672,248.56447,1257,0
1351485796,0,1,1,1,0,1,1,214,16,0.003287,13,1673,305.225352,1258,0
1351486751,0,1,1,1,0,2,0,581,16,0.056238,11,112,18.781437,106,0
1351487355,0,1,1,1,0,10,2,583,16,0.006991,12,113,144.046358,107,0
1351490010,1,1,1,1,0,4,0,360,16,7.357396,16,1674,1.135918,1259,0
1351497066,1,1,1,1,0,0,2,747,16,2.059468,61,135,1.485562,131,0
1351497871,0,1,1,1,0,1,3,745,16,0.009317,62,137,108.329193,133,0
1351502484,1,1,1,1,0,19,16,357,16,12.786725,10,138,1.078206,134,0
1351502502,0,1,1,1,0,2,1,124,16,12.786933,5,139,1.078205,135,0
1351502582,0,1,1,2,0.522559,40,11,217,16,12.787859,12,140.5,1.058649,137,0
1351502670,1,1,2,4,0.863223,18,21,166,16,9.017659,40,143.5,1.047829,141,0
1351523568,0,1,1,1,0,1,3,232,16,5.731377,22,146,1.174478,142,0
1351528225,0,1,1,1,0,1,1,336,16,13.084653,9,1675,1.076425,1260,0
1351529034,0,1,1,1,0,7,5,342,16,6.031366,8,570,1.1658,511,0
1351543763,0,1,1,1,0,12,2,214,16,0.670914,14,5,2.490503,5,0
1351553567,0,1,2,3,1.331217,25,14,189,16,6.154938,378,1677,1.467108,1263,0
1351616984,0,1,1,1,0,1,2,-45,16,0.733993,54,1679,2.362411,1264,0
1351618589,0,1,1,1,0,0,2,-46,16,0.018576,55,1680,54.831776,1265,0
1351621911,0,1,1,1,0,21,21,224,16,0.904491,15,0,0,0,0
1351629362,0,1,1,1,0,1,1,224,16,0.086238,16,1,12.595759,1,0
1351629598,0,1,1,1,0,1,1,224,16,0.002731,17,2,367.101695,2,0
1351633135,0,1,1,1,0,7,2,102,22,4.364514,14,0,0,0,1
1351639163,1,1,3,6,2.160705,23,11,111.666667,16,0.14023,396,1695.5,3.59165,1283,0
1351652845,0,1,1,1,0,15,1,628,16,0.163484,14,116,7.116814,110,0
1351662481,0,1,2,2,0.435421,214,9,778.5,22,8.03555,86,0.5,0.531112,1,1
1351662483,0,1,6,7,0.883565,382,6,549.285714,23,2.931887,693,10,1.10362,13,1
1351672098,1,1,1,1,0,16,10,629,17,2.411447,22,7,1.414689,5,0
1351706841,1,1,1,1,0,11,8,16,16,0.78331,1,1699,2.276633,1284,0
1351731414,1,1,3,3,1.054336,68,32,935.333333,23,1.048009,213,15,1.549829,16,1
1351731416,0,1,1,1,0,7,4,369,23,0.010023,2,17,100.769053,17,1
1351797770,0,1,1,1,0,4,5,635,17,1.454537,23,8,1.687504,6,0
1351804525,0,1,1,2,0.787127,5,12,241,22,1.542199,37,1870.5,1.648089,1427,1
1351840004,1,1,4,4,1.149434,386,377,510.5,23,0.380026,409,19.5,2.415302,21,1
1351840605,1,1,5,8,1.338693,409,386,534.875,23,1.719583,714,25.5,1.208327,29,1
1351851795,1,1,1,1,0,7,1,556,22,2.230938,33,4,1.448242,3,1
1351862662,0,1,2,3,1.091636,43,18,429.666667,25,-1.701269,114,56,0.807806,57,1
1351965565,0,1,1,1,0,4,2,88,16,3.777801,8,1700,1.264704,1285,0
1351966758,0,1,1,1,0,13,11,224,16,3.902315,18,3,1.256258,3,0
1352005919,0,1,2,2,1,2,2,142.5,16,6.392894,4,490.5,1.117999,24,0
1352010193,0,1,1,1,0,5,0,904,16,6.50272,82,492,1.153782,386,0
1352050324,0,1,1,1,0,12,12,226,16,0.967199,19,4,2.033913,4,0
1352056623,0,1,5,8,2.813911,11,16,241.375,16,6.358057,232,1704.5,1.030337,1293,0
1352059315,0,1,1,1,0,1,0,376,16,0.045833,22,2,22.818182,2,0
1352059672,0,1,1,1,0,1,1,20,16,0.035289,3,1709,29.33716,1294,0
1352062029,0,1,5,7,2.734512,10,9,275.142857,16,0.057528,238,1713,7.139768,1301,0
1352062110,0,1,1,1,0,1,1,20,16,0.000937,5,1717,1067.666667,1302,0
1352065513,1,1,2,2,1,2,2,142.5,16,0.689745,6,497.5,2.087358,26,0
1352066060,0,1,2,3,1.459148,4,2,208.666667,16,4.702103,339,1719,1.114801,1305,0
1352068128,0,2,2,2,0.650022,6,6,175,16,0.034421,19,499.5,24.783022,391,0
1352070511,1,1,1,1,0,11,4,1134,16,55.991701,48,327,1.01786,258,0
1352074134,0,1,1,1,0,1,1,211,16,0.069514,15,501,15.385614,392,0
1352076273,1,2,2,2,0.954434,7,1,447,16,3.633113,91,502.5,4.832533,60,0
1352078261,0,1,1,1,0,10,7,226,16,0.323345,20,5,4.092673,5,0
1352084658,0,1,1,1,0,0,3,211,16,0.121806,16,1721,9.209806,1306,0
1352113432,0,1,1,1,0,11,0,161,16,0.002465,3,1,406.633803,1,0
1352115034,0,1,3,3,1.5,3,1,212,16,0.308094,40,5,2.530737,6,0
1352131701,0,1,1,1,0,0,1,377,16,0.837801,23,351,2.193601,310,0
1352131714,1,1,1,1,0,0,1,376,16,0.00015,24,352,6647.153846,311,0
1352152015,0,1,1,1,0,49,22,252,16,47.052836,4,714,1.021253,608,1
1352152864,0,2,3,5,1.303673,212,0,45.8,17,0.087569,7,9,1.313561,8,0
1352154017,0,1,1,1,0,1,1,561,16,9.036921,71,1722,1.110657,1307,0
1352155531,0,1,2,5,2.307189,7,10,556.8,22,0.491586,208,217,1.928017,210,1
1352155533,0,1,4,14,1.933063,958,0,0,1,0,0,191.5,0,189,1
1352155533,0,1,2,5,1.54461,207,183,191.2,1,2.284109,5,202,1.199932,195,1
1352155533,0,1,2,4,1.670715,9,14,338,22,8.557448,67,210.5,1.033167,203,1
1352159964,0,1,1,1,0,1,1,561,16,0.068831,72,1723,15.528334,1308,0
1352167529,1,1,1,2,0.863121,5,2,655,22,3.875851,48,697.5,1.192601,619,1
1352173849,0,1,1,2,0.09597,40,41,144.5,18,13.534155,13,6.5,1.055415,4,1
1352185973,0,1,2,2,0.970951,7,3,966.5,22,1.521244,195,9.5,10.688149,10,1
1352185978,0,1,1,1,0,21,10,1001,22,0.041782,30,8,24.933518,8,1
1352185979,1,1,2,2,0.198235,38,27,925.5,22,1.686875,181,4.5,1.396832,5,1
1352185979,0,1,1,1,0,53,31,979,22,0.941458,29,7,2.062182,7,1
1352186505,0,1,3,3,0.579019,89,11,300.666667,16,4.22848,142,125,1.455514,126,0
1352226406,0,1,1,1,0,4,4,221,17,8.897153,2,6,1.112396,6,0
1352228509,0,1,1,1,0,19,14,221,17,0.02434,3,7,42.084165,7,0
1352233610,1,1,1,1,0,1,1,229,18,14.282141,17,8,1.070018,8,0
1352234449,0,1,1,2,0.663197,16,13,479,16,8.294219,39,117.5,1.080867,112,0
1352234449,0,2,4,6,1.371597,211,2,44.166667,18,1.670698,6,17.5,6.068969,15,0
1352234669,0,1,1,1,0,0,3,226,18,0.002546,5,21,393.727273,16,0
1352235680,0,1,1,1,0,9,9,226,17,0.082998,4,9,13.048529,9,0
1352236131,0,1,1,1,0,1,1,226,17,0.00522,5,10,192.574279,10,0
1352239087,0,1,1,1,0,1,6,708,17,0.146134,126,11,7.843022,11,0
1352240516,1,1,1,1,0,1,1,146,16,2.025498,3,504,1.493706,28,0
1352240628,0,1,1,1,0,1,2,319,16,0.071516,25,119,14.982845,113,0
1352244357,1,1,1,1,0,1,1,220,16,15.292407,80,579,1.065392,56,0
1352245321,0,1,2,3,0.956543,683,492,3880.666667,24,54.087747,103,49,1.008297,50,1
1352245928,0,1,1,1,0,1,1,220,16,0.018183,81,580,55.996817,57,0
1352249325,0,2,2,2,0.258019,81,11,633,24,8.317199,46,783.5,1.16034,109,1
1352251072,0,1,1,1,0,0,3,235,17,1.118866,22,6,1.893762,6,0
1352268021,0,1,1,1,0,3,3,453,17,0.481019,28,0,0,0,0
1352268221,0,1,1,1,0,1,1,453,17,0.002315,29,1,433,1,0
1352287081,1,1,1,1,0,6,6,240,17,1.535637,9,16,1.651196,13,0
1352297503,0,1,2,2,0.996038,36,18,395,17,0.580579,49,22.5,2.038696,18,0
1352360561,0,1,3,3,1.159555,17,17,418.333333,21,4.163098,180,79,1.154012,75,1
1352360561,0,1,1,1,0,1,2,497,22,1.314699,10,86,1.76063,81,1
1352360562,0,2,8,14,3.103771,98,64,829,23,24.585895,685,773.5,1.046579,108,1
1352360566,1,1,2,2,0.413817,12,12,401.5,22,1.830278,59,106.5,1.408197,102,1
1352360567,0,1,4,4,0.629494,74,37,252.5,20,0.650411,97,57.5,2.84524,54,1
1352360648,1,1,2,2,0.200622,16,16,476.5,16,3.359259,21,701.5,1.223264,596,0
1352364813,0,1,3,4,0.131425,265,10,495.5,24,1.75649,316,33.5,1.272202,35,1
1352372535,0,1,1,1,0,0,2,318,16,1.526701,26,9,1.655007,9,0
1352401528,1,1,1,2,0.578795,16,13,110,22,0.374971,7,220.5,2.472568,212,1
1352408016,1,1,1,1,0,1,1,226,17,1.98941,6,12,1.502662,12,0
1352412654,0,1,4,5,0.581208,72,29,649.4,22,1.926176,406,756,1.149641,650,1
1352412656,0,1,2,3,0.986427,16,2,492,20,4.415563,88,1,0.719952,2,1
1352454100,1,1,1,1,0,6,6,240,17,1.93309,10,17,1.517306,14,0
1352454595,0,1,1,1,0,55,90,576,24,0.971262,35,38,2.029589,38,1
1352454635,1,1,1,1,0,3,3,143,17,3.49272,1,18,1.28631,3,0
1352469017,1,1,1,1,0,1,1,101,16,11.531898,44,0,0,0,0
1352478552,0,1,1,1,0,2,2,143,17,0.276817,2,0,0,0,0
1352484618,0,1,3,3,1.18518,22,20,354.666667,18,7.872731,83,12,1.117465,12,0
1352490423,0,1,6,6,1.812773,172,189,241.833333,19,4.812263,432,46.5,1.131954,44,1
1352490423,0,1,3,3,1.283206,53,38,400.333333,22,2.798553,96,89,1.122328,85,1
1352490423,1,1,2,2,0.258019,25,21,932.5,23,2.180712,86,789.5,1.32708,675,1
1352495004,1,1,1,1,0,4,2,568,16,9.910694,33,120,1.100901,114,0
1352496289,0,1,1,1,0,3,1,21,16,4.979502,7,581,1.200823,512,0
1352497446,0,1,3,3,1.036414,227,227,151.666667,18,1.362909,25,1725,1.070231,1311,0
1352499485,0,1,3,3,1.036414,227,227,151.666667,18,0.015733,20,1728,36.311427,1314,0
1352505803,0,1,3,5,1.785075,44,7,237.6,17,45.822255,200,330,1.125849,263,0
1352507786,0,1,1,1,0,0,1,410,18,0.268148,51,507,4.729282,396,0
1352510266,0,1,1,1,0,9,0,232,17,2.999931,23,7,1.333341,7,0
1352521454,0,1,2,2,0.863121,4,3,338.5,18,3.420156,50,2.5,1.190791,3,0
1352573668,0,1,1,1,0,10,10,231,18,0.007593,2,14,132.707317,14,0
1352581061,0,1,1,1,0,2,1,139,17,0.871042,23,333,2.148051,264,0
1352584477,1,1,1,1,0,1,1,37,1,4.232627,2,1737,1.23626,0,0
1352593269,0,1,1,1,0,0,2,140,17,0.141296,24,334,8.077326,265,0
1352593925,1,1,1,1,0,1,1,541,24,0.067917,36,39,15.723926,39,1
1352602712,0,1,1,1,0,16,1,34,15,98.055382,43,335,1.010198,266,0
1352618143,0,1,1,1,0,4,4,798,16,0.107431,18,704,10.308339,598,0
1352619535,0,1,1,1,0,5,3,798,16,0.016111,19,705,63.068966,599,0
1352636269,0,1,1,1,0,9,9,241,17,1.458368,24,8,1.685698,8,0
1352651419,0,1,1,1,0,1,1,231,18,0.899896,3,15,2.11124,15,0
1352655906,0,1,1,1,0,2,2,241,17,0.22728,25,9,5.399857,9,0
1352659972,0,1,1,1,0,1,1,49,15,0.662731,44,336,2.508907,267,0
1352666034,0,1,1,1,0,1,1,149,18,2.099722,4,14,1.476253,13,0
1352667461,0,1,1,1,0,1,1,125,17,5.076678,12,15,1.196979,14,0
1352667634,0,1,1,1,0,1,1,125,17,0.002002,13,16,500.421965,15,0
1352668124,1,1,1,1,0,1,1,235,17,5.084352,17,17,1.196682,16,0
1352676250,0,1,1,2,0.77935,12,1,882.5,22,0,192,5.5,0,6,1
1352676250,1,1,1,1,0,67,53,541,24,1.612639,37,40,1.620102,40,1
1352683049,1,1,2,2,0.571091,160,114,903,24,2.28684,201,42.5,1.247409,43,1
1352732320,0,1,2,2,1,5,5,769.5,17,6.851383,194,0.5,0.536489,1,0
1352746408,0,1,1,1,0,1,0,138,17,1.772442,25,337,1.564193,268,0
1352762727,1,1,1,1,0,1,1,375,16,7.303391,25,583,1.136923,514,0
1352763523,0,1,1,1,0,2,1,99,23,4.145058,6,227,1.241251,218,1
1352766875,1,1,1,1,0,18,10,939,17,0.073322,85,514,14.638516,403,0
1352767557,0,1,1,1,0,13,1,724,17,3.02956,129,584,1.330081,515,0
1352837421,0,1,1,1,0,1,1,85,17,2.967292,5,1740,1.337008,1324,0
1352841510,0,1,2,2,0,1,3,69.5,17,2.493108,27,338.5,1.554526,270,0
1352844717,0,1,1,1,0,1,1,49,15,2.138252,45,340,1.467672,271,0
1352897521,0,1,2,2,0.995909,10,83,404.5,18,5.64864,52,24.5,1.116256,20,0
1352932128,0,1,2,3,0.792387,151,0,0,1,0,0,3,0,2,0
1352974736,1,1,1,1,0,1,1,433,18,0.003009,35,29,333.307692,24,0
1352994275,0,1,4,6,1.672479,85,71,320.833333,23,5.442982,86,231.5,1.064133,225,1
1353008390,0,1,1,1,0,8,1,1033,22,4.615,39,27,1.216685,22,1
1353034410,0,1,1,1,0,17,1,1186,23,3.403299,20,0,0,0,1
1353043459,0,3,4,5,1.293193,368,68,501.6,24,8.325775,649,1879,0.838819,437,1
1353084375,0,1,1,1,0,29,8,256,23,21.587674,7,10,1.046323,10,1
